,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
26,Bridge Burner,Traditional Ale,TRVE Brewing Company,3.72,369,5.5% ABV,02/14/17,Second in a series of raw ales. Unboiled wort lends a very unique drinking experience that is nigh impossible to find elsewhere in the US.,1.0
27,Hidden Hollow,Traditional Ale,Ten Mile Brewing Company (California),3.72,535,5.2% ABV,09/07/17,"A pre-prohibition style, this beer would have been served in saloons on the American frontier or wild west. We brew using historically accurate ingredients for this unique style. This beer appears dark but drinks remarkably light.",
28,Xploration,Traditional Ale,Deep Brewing Company,3.71,209,6% ABV,10/06/17,"Maris otter & dark crystal malts. Toasty malt, sweet finish.",
29,Sweet Potato Wheat,Traditional Ale,Sycamore Brewing,3.71,281,6.1% ABV,09/24/16,,
30,"Side Track #47 - White Gator - Birch Ale, Brewed in collaboration with Sirphis",Traditional Ale,Rusty Rail Brewing Company ,3.71,188,4.9% ABV,09/29/18,Pennsylvania Birch Al,
31,Seto Õlu,Traditional Ale,Oshlag Brasserie & Distillerie ,3.7,346,5.5% ABV,05/12/17,"Setos sont un peuple en voie de disparition vivant à cheval sur la frontière russe et estonienne. Ils possèdent leur propre langue, leurs propres traditions...et leur propre bière! Directement influencée par leur amour pour le kvass, une boisson gazeuse faite de pain noirci, la bière des Setos se veut très aromatique, grâce aux pains de malt de seigle utilisés. Ce pain particulier étant seulement disponible au Setomaa, nous avons fait appel à un chef boulanger de chez nous pour recréer cette recette traditionnelle. Mathieu Lhomelet de la boulangerie «La Bête à Pain», a relevé le défi.",
32,Dragon's Breath Cask Ale,Traditional Ale,Kingston Brewing Company,3.7,365,6% ABV,02/06/17,Unfiltered with a sweet finish.,
33,Klaas Vaak,Traditional Ale,Urban Chestnut Brewing Company,3.7,216,6.3% ABV,06/11/16,"Klaas Vaak (the Dutch Sandman) sprinkles magical sand or dust to put children to sleep. He may also done the same to the Koyt beer style, but we've been able to awaken it from it's slumber! A forerunner to many modern european ales, this beer has a bread like character from the use of oats and wheat.",
34,Tastes Like Upstate,Traditional Ale,Interboro Spirits & Ales,3.7,344,5.9% ABV,09/24/16,Brewed with our friends from Indian Ladder Farmstead in celebration of New York's fall harvest using malt and hops grown on their farm at our brewery.,1.0
35,RÅ: Solbær,Traditional Ale,Eik & Tid,3.69,271,5% ABV,03/10/17,"This is a raw, unboiled beer made with juniper infusion and fermented with a Norwegian heritage yeast that contains LABs. After primary fermentation it is refermented with the raw juice of black currants.",
36,Hjemstavn Stærk Dansk Ale,Traditional Ale,Munkebo Brewery™,3.69,261,10% ABV,01/02/16,"New Style in Denmark, Strong Danish Ale. Brewed with our own yeast strain isolated from nature around our brewery. We let the yeast ferment game at 26C and up to 10%, so the aroma from the tank fill our entire brewhouse up with the most delicious fruit notes. Not a beer to share.",
37,Oatmeal Cookie Ale,Traditional Ale,pFriem Family Brewers,3.69,210,4.7% ABV,02/28/20,"Snickerdoodle, Tiramisu, Fun",
38,Modgud,Traditional Ale,TRVE Brewing Company,3.68,216,5% ABV,11/08/19,Kveik Fermented Ale brewed with Juniper,
39,Medusa,Traditional Ale,MonsRegius bières artisanales,3.68,213,7.3% ABV,09/19/18,Assemblage d'une Old Ale et d'une mil,
40,Adler Brau,Traditional Ale,Stone Arch Brew House,3.68,350,4.9% ABV,01/27/18,*Special Release* 1940s version of Adler Brau released in honor of GEO. Walter's birthday!,
41,It’ll Be Reyt,Traditional Ale,Ossett Brewery,3.67,175,3.8% ABV,05/20/20,"A special beer created to give you some much needed positivity and cheer in these challenging times. This beer is a mellow, copper- coloured session ale with low bitterness and smooth malty flavours. Hopped with the Mosaic and Chinook varieties to give aromas of blueberry, citrus and spice. £2 per case sold will be donated to our chosen company charity, Forget Me Not Children's Hospice.",
42,Bright Side,Traditional Ale,Pint Nine Brewing Company,3.67,170,6.9% ABV,06/09/19,A honey hibiscus ale of awesomeness.,
43,English Pub Ale,Traditional Ale,Low Tide Brewing,3.67,207,N/A ABV,05/08/16,"Great malty ale. Very drinkable. Amber/ brownish pour. Foamy head. Malt font, slight hop back. Great beer.",
44,Cascara And Coffee Ale,Traditional Ale,Guinness Open Gate Brewery ,3.67,158,7.5% ABV,11/23/19,Brewed with cascara (fruit from the coffee bean) sourced from Baltimore's Vent coffee roasters. Bold espresso flavors partner with subtle smokiness and dark fruit.,
45,El Gizmito,Traditional Ale,Barnett And Son Brewing Co,3.67,171,5.25% ABV,05/06/18,,
46,TailGateFest,Traditional Ale,TailGate Brewery,3.66,334,5.2% ABV,08/21/15,,
47,The Patriot,Traditional Ale,Old Redwood Brewing Company,3.66,181,7% ABV,07/23/13,This ale based on ingredients Thomas Jefferson was using in his brewery at Monticello.,1.0
48,Einbeck,Traditional Ale,Desperate Times Brewery,3.66,361,5.2% ABV,10/27/17,"Old German Ale brewed from the 1300s thru the 1600s with wheat and pale malts to produce a light color beer with a slight, pleasant acidity.",1.0
49,Raspberry Blonde,Traditional Ale,Village Idiot Brewing Company,3.66,513,4.8% ABV,05/23/15,,
0,Pier,Wheat Beer - American Pale Wheat,Trillium Brewing Company,4.16,"12,760",6.7% ABV,09/13/14,"Brewed with 30% wheat, this hoppy, golden American ale features Galaxy and Citra in the dry hop. Bright aromatics of overripe peach, orange rind, and green, herbal hops flood the nose while balanced flavors of tropical fruit, citrus, and creamy wheat excite the palate. Refreshingly light bodied with a soft, fluffy mouthfeel, Pier finishes dry with a slightly mineral bitterness.",
1,Extra Pulp,Wheat Beer - American Pale Wheat,Civil Society Brewing,4.15,"2,097",8.5% ABV,11/19/16,"Imperial version of Pulp, Double Dry Hopped with Mosaic Hop",
2,Pulp,Wheat Beer - American Pale Wheat,Civil Society Brewing,4.1,"6,178",6.3% ABV,01/17/16,American Wheat Ale double dry hopped with Mosaic,
3,Extra Extra Pulp,Wheat Beer - American Pale Wheat,Civil Society Brewing,4.08,"1,151",10% ABV,01/05/18,Imperial American Wheat Ale hopped w/ loads of Mosaic hops.,
4,Double Dry Hopped Pier,Wheat Beer - American Pale Wheat,Trillium Brewing Company,4.08,779,6.7% ABV,09/11/20,"ceiving our double dry-hopped treatment for the first time, DDH Pier presents a radiant pale canary yellow color with a fluffy white head. The one-two punch of Citra and Galaxy offers an aroma that we never tire from. Canned peach, zippy lemongrass, sweet grapefruit, and fresh-squeezed orange juice greet the palate. Medium-bodied, with a refreshing bitterness and soft mouthfeel, we'll be enjoying DDH Pier as we revel in summer's final moments.",
5,Crispy Little,Wheat Beer - American Pale Wheat,Suarez Family Brewery,4.05,"4,603",4.6% ABV,06/22/16,Pale ale brewed with wheat,
6,Stumpy Duck,Wheat Beer - American Pale Wheat,Trillium Brewing Company,4.03,"8,439",5.6% ABV,02/08/14,"Stumpy Duck is an easy drinking American Wheat Ale and part of our draft only, seasonal “Small Bird” series. Brewed with a high proportion of malted and flaked wheat, along with Columbus, Centennial, and Citra hops, this beer has a sweet, honey-like malt aroma that balances nicely with a pink grapefruit, floral, and pine hop character. Medium bodied finishing with flavors of sticky pine and sweet citrus.",
7,Jungle Boogie with Pineapple,Wheat Beer - American Pale Wheat,Marz Community Brewing Co.,4.02,"1,739",5.5% ABV,03/10/16,,
8,Jungle Boogie with Mango,Wheat Beer - American Pale Wheat,Marz Community Brewing Co.,4.01,"1,409",5.5% ABV,01/28/16,,
9,Spruced,Wheat Beer - American Pale Wheat,Tilted Barn Brewery,4,"1,196",5% ABV,06/13/15,"American Wheat lightly dry hoppped then conditioned on fresh spruce tips harvested from our Christmas trees. Straw colored with unique pine and resin flavors imparted from the spruce tips. Farm fresh, straight from our fields and into your glass.",
10,Unholy Trinity,Wheat Beer - American Pale Wheat,515 Brewing Company,3.99,268,6.5% ABV,02/14/17,"A truly unholy union between three great Iowa breweries, Unholy Trinity is an all wheat beer with four varieties of wheat and aggressively hopped with Mosaic, Columbus and Cascade. Deliciously dank and luscious.",
11,Gumballhead,Wheat Beer - American Pale Wheat,3 Floyds Brewing Company,3.98,"153,335",5.6% ABV,11/19/10,An American wheat ale brewed with white wheat and dry hopped with hand-selected hops from the Yakima Valley. Bright and refreshing with a lemony finish.,
12,Engram,Wheat Beer - American Pale Wheat,Bissell Brothers Brewing Company,3.97,"6,660",5.5% ABV,06/08/17,"What defines a memory? With all our scientific progress, we still don't fully know. The closest humans have come is the engram, theorized to be the physical storage units in the brain for these lasting impressions we retain during our lifetimes. 
Our Engram, the newest addition to the Bissell Brothers lineup, is our first wheat beer, and is redolent - in aroma and taste - of fresh sliced pineapple from the usage of Denali hops. The mouthfeel, derived from a grain bill comprised largely of malted wheat, is one of silky smooth perfection, and the manageable 5.5% ABV (we have found this to be essential to both craft beer enthusiasm and summertime drinking in general) allows you to enjoy this beer liberally. 
It is refreshing for us to know that the human experience remains at least partially unquantifiable, and that memory remains largely subjective. We hope you make some of your own with this beer.",
13,Thresher,Wheat Beer - American Pale Wheat,Toppling Goliath Brewing Co.,3.97,"8,914",5.8% ABV,06/01/13,"This wheat IPA is brewed with Citra and Simcoe hops, creating a balanced flavor of hop and grain.",
14,Freshly Squeezed Blueberry Lemonade Wheat,Wheat Beer - American Pale Wheat,Fringe Beerworks,3.96,171 Ratings,5.6% ABV,03/01/19,,
15,Fantasy Islands,Wheat Beer - American Pale Wheat,Great Notion Brewing,3.95,362,6% ABV,03/21/17,"Brewed in collaboration with Modern Times, this hoppy wheat is generously dry hopped with Amarillo, Citra and Galaxy hops.",
16,Jungle Boogie with Peach,Wheat Beer - American Pale Wheat,Marz Community Brewing Co.,3.94,"1,269",5.5% ABV,03/31/16,Jungle Boogie with white peaches.,
17,Bear With Me,Wheat Beer - American Pale Wheat,Verdant Brewing Co,3.93,"1,274",6% ABV,04/10/19,"Brewed to celebrate the birthday of one of our favourite places on earth – Little Leeds Beerhouse. We came up with a dry, zesty and piney American Wheat ale that's super refreshing and just in time for spring.",1.0
18,Uberon,Wheat Beer - American Pale Wheat,Bell's Brewery,3.93,"7,015",N/A ABV,06/16/13,"Barrel-aging this beer coaxes flavors out of Traverse City Whiskey barrels. The end result is a copper colored beer with pronounced whiskey characteristics that portray woody, vanilla and toffee flavors. It's strong, warming and spicy.",
19,Griddle Cakes,Wheat Beer - American Pale Wheat,Rohrbach Brewing Company,3.92,"2,171",5.2% ABV,05/02/18,A blueberry maple wheat ale that pairs perfectly with your morning pancak,
20,Easy Tiger,Wheat Beer - American Pale Wheat,Superflux Beer Company,3.91,"1,723",4.5% ABV,05/28/17,,
21,Every Day Is A Different Dose,Wheat Beer - American Pale Wheat,Verdant Brewing Co,3.91,"1,025",6% ABV,05/09/19,"American-style wheat beer. That means no clove or banana, but a crispy, fluffy and fruity offering hopped with the formidable foursome of Chinook, Citra, Simcoe & Idaho 7.",1.0
22,Lumpen Boogie,Wheat Beer - American Pale Wheat,Marz Community Brewing Co.,3.91,656,5.5% ABV,11/26/16,,
23,Freshly Squeezed Cherry Limeade Wheat,Wheat Beer - American Pale Wheat,Fringe Beerworks,3.91,313,5% ABV,03/28/18,,
24,Wheat Is The New Hops,Wheat Beer - American Pale Wheat,Grassroots Brewing,3.9,"1,094",7% ABV,03/28/14,Collaboration with Mikkeller. Brewed at Hill Farmstead. Hoppy wheat ale fermented with Brettanomyces.,
25,4XDH Medina Sod,Wheat Beer - American Pale Wheat,Sigma Brewing Co.,3.9,992,5.7% ABV,06/29/17,Quadruple dry hopped Medina Sod with Ekuanot and El Dorado finishing hops.,
26,WHT CHCLT ALE (White Chocolate Ale),Wheat Beer - American Pale Wheat,Sonoran Brewing Company,3.89,"13,555",4.7% ABV,12/01/10,"Are you #@%&! serious? This taste just like white chocolate, but it’s not, or is it? Why worry about the details of what is or isn't, when you can just sit back and enjoy all the things that make our White Chocolate Ale so damn delicious. While you're at it, let's think about all the cool stuff we did today (or didn't do), either way this is the perfect time to find yourself.",
27,Fortunate Islands with Grapefruit Zest,Wheat Beer - American Pale Wheat,Modern Times Beer,3.89,"9,181",5% ABV,09/08/13,"The hoppy, tropical aroma & flavor of Fortunate Islands is the perfect canvas for grapefruit zest, which we make by hand-peeling a zillion goddamn grapefruits and adding only the oily skin to the beer. It's insanely labor intensive, but the poppin', fresh grapefruit character can't be beat.",
28,Hop Lab Wheat IPA,Wheat Beer - American Pale Wheat,Kane Brewing Company,3.89,"2,072",7.2% ABV,11/12/14,,
29,Fruit Punch Jungle Boogie,Wheat Beer - American Pale Wheat,Marz Community Brewing Co.,3.89,"1,538",7% ABV,09/03/16,"American Pale wheat ale with rooibos tea and cherry, pineapple, and peach puré",
30,Boy with the Boot,Wheat Beer - American Pale Wheat,District 1 Brewing Company,3.88,223,5% ABV,02/08/20,We took our American Wheat base and added blueberry puree and natural blueberry flavoring. We present this beer with whole blueberries for a triple dose of blueberry punch.,
31,Take Off Your Skin and Dance in Your Bones,Wheat Beer - American Pale Wheat,Troon Brewing,3.88,171,7.5% ABV,12/10/16,Hoppy beer with Oats and Honey,1.0
32,White Sky,Wheat Beer - American Pale Wheat,Brew Gentlemen,3.88,"2,847",5.4% ABV,04/18/12,,
33,Thank You,Wheat Beer - American Pale Wheat,Maine Beer Company,3.88,"3,538",5.3% ABV,06/22/16,"An American Wheat Ale with hop aromas reminiscent of cantaloupe, raspberries, peach, and lime. Brewed with locally sourced wheat malt from Maine.",1.0
34,Overgrowth,Wheat Beer - American Pale Wheat,Brew Gentlemen,3.88,"1,562",5.2% ABV,03/18/15,,
